"User.ID";"nb.Ratings";"mean";"sd";"max";"min";"med"
4223;2;7;0;7;7;7
4334;3;7;1;8;6;7
4365;3;10;0;10;10;10
4385;1;10;NA;10;10;10
4483;2;7;1.41;8;6;7
4570;1;8;NA;8;8;8
4571;3;7.67;1.53;9;6;8
4622;4;7.5;2.52;10;4;8
4785;3;6;1;7;5;6
4795;7;8.71;0.76;10;8;9
4802;2;8;1.41;9;7;8
4809;3;8;1;9;7;8
4938;7;8.43;1.27;10;7;8
5037;6;6.83;2.99;10;3;7
5048;1;10;NA;10;10;10
5163;3;5;0;5;5;5
5207;2;8;0;8;8;8
5286;2;8.5;2.12;10;7;8.5
5333;2;8;1.41;9;7;8
5375;1;8;NA;8;8;8
5385;2;6.5;4.95;10;3;6.5
5416;1;7;NA;7;7;7
5439;3;8.67;1.15;10;8;8
5448;2;7.5;2.12;9;6;7.5
5476;12;6.42;2.75;10;1;6.5
5490;1;7;NA;7;7;7
5499;3;10;0;10;10;10
5539;9;8.11;2.03;10;5;8
5555;1;9;NA;9;9;9
5582;25;9.04;1.1;10;7;9
5609;2;8;1.41;9;7;8
5638;1;9;NA;9;9;9
5665;3;8.33;1.53;10;7;8
5674;1;5;NA;5;5;5
5722;2;6;1.41;7;5;6
5728;4;8;1.41;9;6;8.5
5741;2;8.5;0.71;9;8;8.5
5746;1;8;NA;8;8;8
5815;4;7.5;2.08;10;5;7.5
5899;1;9;NA;9;9;9
5903;9;8.22;0.67;9;7;8
5932;2;5;0;5;5;5
5942;1;2;NA;2;2;2
5956;1;5;NA;5;5;5
5963;1;5;NA;5;5;5
5998;2;6.5;2.12;8;5;6.5
6073;13;8.46;1.76;10;5;9
6102;3;8.33;0.58;9;8;8
6112;2;6;1.41;7;5;6
6115;3;10;0;10;10;10
6238;9;8.89;1.05;10;7;9
6242;32;6.53;1.08;8;5;7
6249;1;10;NA;10;10;10
6251;38;8.47;1.5;10;4;8
6280;2;9;0;9;9;9
6323;8;4.75;2.43;8;1;6
6333;2;6.5;0.71;7;6;6.5
6345;3;9.67;0.58;10;9;10
6398;1;6;NA;6;6;6
6431;6;9.67;0.82;10;8;10
6532;1;7;NA;7;7;7
6537;4;6.5;1.91;8;4;7
6543;26;7.65;1.29;10;5;7.5
6563;29;8.03;1.8;10;3;8
6566;6;7.33;1.51;9;5;8
6575;72;7.33;1.54;9;4;7.5
6577;6;7.5;1.76;10;5;7
6582;1;5;NA;5;5;5
6611;6;9.17;0.75;10;8;9
6662;1;8;NA;8;8;8
6671;1;5;NA;5;5;5
6679;5;8.8;1.3;10;7;9
6689;1;2;NA;2;2;2
6769;3;7.33;2.08;9;5;8
6772;4;7.25;0.5;8;7;7
6781;2;7.5;0.71;8;7;7.5
6789;5;8.2;1.3;10;7;8
6840;1;7;NA;7;7;7
6871;2;4;0;4;4;4
6894;1;10;NA;10;10;10
6958;2;7;0;7;7;7
7056;3;6.67;1.53;8;5;7
7072;1;7;NA;7;7;7
7079;1;10;NA;10;10;10
7082;5;6.2;1.64;8;5;5
7105;4;8.25;2.06;10;6;8.5
7125;18;7.72;1.93;10;2;8
7134;1;9;NA;9;9;9
7158;15;7.33;1.72;10;4;8
7210;8;7.25;2.71;10;3;8
7283;13;8.85;1.14;10;7;9
7286;6;9;1.26;10;7;9.5
7312;2;6;5.66;10;2;6
7346;63;8.03;1.03;10;6;8
7352;5;6.8;2.39;9;3;8
7371;3;8;1;9;7;8
7384;1;8;NA;8;8;8
7400;1;8;NA;8;8;8
7426;1;7;NA;7;7;7
7528;2;6.5;2.12;8;5;6.5
7565;1;5;NA;5;5;5
7569;3;6.67;1.53;8;5;7
7620;7;7.57;1.51;10;6;7
7630;1;8;NA;8;8;8
7651;2;5.5;3.54;8;3;5.5
7809;3;9.33;1.15;10;8;10
7841;10;8.5;1.58;10;5;9
7860;3;7.67;0.58;8;7;8
7864;2;5;0;5;5;5
7887;8;9.75;0.71;10;8;10
7890;2;8.5;0.71;9;8;8.5
7913;2;4.5;2.12;6;3;4.5
7915;20;7.75;2.02;10;3;8
7930;1;8;NA;8;8;8
7958;7;9;0.82;10;8;9
7962;1;8;NA;8;8;8
7970;1;7;NA;7;7;7
7980;1;6;NA;6;6;6
8019;4;8.25;1.5;9;6;9
8040;2;8;0;8;8;8
8066;15;7.73;1.22;10;5;8
8067;21;9.24;1.92;10;2;10
8089;2;10;0;10;10;10
8095;2;7;1.41;8;6;7
8141;3;7;1;8;6;7
8187;4;7.5;1;8;6;8
8188;2;9.5;0.71;10;9;9.5
8201;1;5;NA;5;5;5
8234;7;8;2.31;10;5;9
8245;41;8.02;0.79;9;6;8
8250;3;8.33;0.58;9;8;8
8253;32;9.25;1.14;10;5;10
8255;3;8.67;1.15;10;8;8
8284;3;9;1.73;10;7;10
8290;2;10;0;10;10;10
8314;2;3.5;2.12;5;2;3.5
8323;3;6;1;7;5;6
8362;5;8.2;0.45;9;8;8
8454;22;8.32;1.29;10;6;8
8487;3;6.67;1.53;8;5;7
8529;3;8.33;2.08;10;6;9
8570;3;7.33;1.15;8;6;8
8660;1;2;NA;2;2;2
8680;3;7;1.73;8;5;8
8681;17;8.76;0.97;10;7;9
8687;2;6.5;2.12;8;5;6.5
8734;10;7.8;0.79;9;7;8
8737;1;6;NA;6;6;6
8782;4;8.75;1.26;10;7;9
8801;4;7;1.83;9;5;7
8844;1;8;NA;8;8;8
8864;2;5.5;3.54;8;3;5.5
8870;7;6.14;1.21;8;5;6
8872;7;7.86;1.46;9;5;8
8930;4;8;0;8;8;8
8935;3;8.33;1.53;10;7;8
8936;5;8.2;1.1;9;7;9
8937;7;8.57;1.81;10;6;10
8955;1;9;NA;9;9;9
8971;3;9.67;0.58;10;9;10
9138;2;6.5;2.12;8;5;6.5
9139;3;9.33;1.15;10;8;10
9177;2;7.5;0.71;8;7;7.5
9183;1;9;NA;9;9;9
9226;1;9;NA;9;9;9
9227;3;6;3.61;9;2;7
9313;1;8;NA;8;8;8
9343;4;6.5;1;8;6;6
9354;6;9.17;1.33;10;7;10
9357;1;5;NA;5;5;5
9381;3;7.67;1.53;9;6;8
9408;1;8;NA;8;8;8
9414;2;8;1.41;9;7;8
9417;7;6.29;1.89;10;5;5
9454;3;8;1.73;9;6;9
9504;2;9.5;0.71;10;9;9.5
9568;4;7.5;0.58;8;7;7.5
9571;1;10;NA;10;10;10
9574;3;8;1;9;7;8
9613;6;6.67;1.03;8;5;7
9660;1;10;NA;10;10;10
9717;1;6;NA;6;6;6
9747;5;9.6;0.89;10;8;10
9806;1;8;NA;8;8;8
9856;12;7;2.13;10;3;7
9908;7;8.86;1.68;10;6;10
9974;1;9;NA;9;9;9
10030;7;9.43;1.13;10;7;10
10118;5;10;0;10;10;10
10199;6;8.83;1.17;10;7;9
10241;1;5;NA;5;5;5
10314;28;7.32;1.47;9;5;7
10315;1;7;NA;7;7;7
10354;5;8.2;1.1;10;7;8
10447;27;7.3;1.9;10;3;7
10560;15;9;0.93;10;8;9
10570;1;3;NA;3;3;3
10590;1;10;NA;10;10;10
10607;3;9.67;0.58;10;9;10
10619;1;9;NA;9;9;9
10668;3;7;2;9;5;7
10699;3;6;2.65;9;4;5
10819;4;8;1.15;9;7;8
10836;1;9;NA;9;9;9
10946;1;5;NA;5;5;5
10949;8;7.12;1.46;9;5;7.5
10965;1;9;NA;9;9;9
10985;2;8;1.41;9;7;8
11070;2;7;1.41;8;6;7
11120;4;7.75;0.5;8;7;8
11179;1;6;NA;6;6;6
11224;13;6.62;1.89;9;2;7
11245;13;7.77;1.01;9;6;8
11325;2;9.5;0.71;10;9;9.5
11362;4;7.75;2.22;10;5;8
11400;8;7.5;0.93;9;6;7.5
11435;1;10;NA;10;10;10
11451;1;8;NA;8;8;8
11456;1;5;NA;5;5;5
11517;2;9.5;0.71;10;9;9.5
11521;2;8;2.83;10;6;8
11529;4;7;1.41;9;6;6.5
11532;2;7.5;0.71;8;7;7.5
11601;11;8.36;2.29;10;4;10
11621;2;7.5;3.54;10;5;7.5
11629;6;6.67;2.66;10;3;7.5
11638;4;7.75;1.5;10;7;7
11657;5;4.8;1.64;7;3;4
11676;705;7.8;1.83;10;1;8
11687;3;8;3.46;10;4;10
11708;4;8.5;1.29;10;7;8.5
11709;1;7;NA;7;7;7
11718;8;8;1.07;10;7;8
11724;9;8;1;10;7;8
11788;3;8;1.73;9;6;9
11832;3;7.67;1.53;9;6;8
11916;2;7;2.83;9;5;7
11924;1;3;NA;3;3;3
11944;4;8.75;1.89;10;6;9.5
11993;8;8.25;1.75;10;6;8.5
12081;1;3;NA;3;3;3
12100;6;7.33;0.52;8;7;7
12112;2;7.5;0.71;8;7;7.5
12123;5;6.4;1.34;8;5;7
12137;2;6.5;0.71;7;6;6.5
12154;8;7;0.76;8;6;7
12194;1;10;NA;10;10;10
12202;3;8.33;1.53;10;7;8
12209;3;9.33;1.15;10;8;10
12272;3;10;0;10;10;10
12316;3;8;1;9;7;8
12331;2;8;2.83;10;6;8
12348;2;3.5;3.54;6;1;3.5
12362;2;4.5;3.54;7;2;4.5
12515;1;5;NA;5;5;5
12538;20;8.25;1.16;10;6;8
12569;6;8.17;1.72;10;6;8
12619;4;7.25;1.5;8;5;8
12641;1;7;NA;7;7;7
12698;4;7.5;1.91;9;5;8
12702;2;8.5;2.12;10;7;8.5
12707;5;9.4;0.89;10;8;10
12734;1;8;NA;8;8;8
12784;8;7.5;1.77;10;5;7
12811;3;5.33;1.53;7;4;5
12824;11;7.27;1.85;10;4;8
12835;1;7;NA;7;7;7
12863;2;9;1.41;10;8;9
12917;8;8.38;1.6;10;6;8.5
12945;2;7;0;7;7;7
12951;2;8;0;8;8;8
12982;15;8.13;0.64;9;7;8
12990;3;5.33;2.52;8;3;5
13060;2;6;0;6;6;6
13080;1;10;NA;10;10;10
13082;7;8.43;2.3;10;4;10
13093;1;9;NA;9;9;9
13094;2;9;0;9;9;9
13126;1;7;NA;7;7;7
13164;2;8;0;8;8;8
13173;1;9;NA;9;9;9
13221;3;9;0;9;9;9
13223;2;6.5;2.12;8;5;6.5
13273;32;8.03;1.28;10;5;8
13279;6;7.33;3.08;10;2;8
13280;2;8.5;0.71;9;8;8.5
13331;2;3.5;2.12;5;2;3.5
13347;1;8;NA;8;8;8
13380;2;7.5;3.54;10;5;7.5
13518;5;6.2;1.3;7;4;7
13551;6;9.67;0.82;10;8;10
13552;51;7.9;1.54;10;2;8
13582;9;7.78;1.48;9;4;8
13600;3;8;2;10;6;8
13604;2;7;2.83;9;5;7
13664;6;6.67;2.8;10;2;7.5
13666;3;7.67;0.58;8;7;8
13682;1;9;NA;9;9;9
13709;1;8;NA;8;8;8
13733;4;6.75;2.06;9;5;6.5
13850;12;8.75;1.54;10;6;9
13935;1;7;NA;7;7;7
13973;4;5;3.56;10;2;4
13995;7;8;1.41;9;5;8
14049;4;6;3.56;9;1;7
14079;2;8;0;8;8;8
14116;1;8;NA;8;8;8
14173;1;5;NA;5;5;5
14180;2;8;1.41;9;7;8
14201;1;8;NA;8;8;8
14232;1;9;NA;9;9;9
14281;1;10;NA;10;10;10
14374;5;7.6;2.07;10;5;8
14387;6;7.83;1.72;10;5;8
14392;1;9;NA;9;9;9
14422;26;8.12;1.31;10;4;8
14423;1;6;NA;6;6;6
14449;2;6.5;2.12;8;5;6.5
14456;13;8.77;1.69;10;4;9
14461;2;8.5;0.71;9;8;8.5
14521;16;7;2.85;10;1;6
14638;3;6;2;8;4;6
14667;8;8.88;2.42;10;3;10
14698;3;7;1;8;6;7
14744;2;8.5;0.71;9;8;8.5
14768;6;8;1.26;10;7;7.5
14808;1;9;NA;9;9;9
14897;1;8;NA;8;8;8
15021;3;4.67;3.21;7;1;6
15046;4;7.75;3.3;10;3;9
15049;15;8.07;0.8;10;6;8
15081;1;7;NA;7;7;7
15093;1;7;NA;7;7;7
15135;1;7;NA;7;7;7
15144;4;5.25;2.06;8;3;5
15185;2;6;1.41;7;5;6
15213;3;7.33;0.58;8;7;7
15408;15;7.4;1.59;9;4;8
15418;9;7.89;1.17;10;6;8
15497;2;7.5;2.12;9;6;7.5
15500;3;6;0;6;6;6
15589;1;7;NA;7;7;7
15602;19;8.42;1.22;10;6;9
15651;3;10;0;10;10;10
15670;3;8.33;1.15;9;7;9
15686;2;4;2.83;6;2;4
15819;5;8.4;2.07;10;5;9
15822;3;6.33;3.79;9;2;8
15834;2;8;0;8;8;8
15845;7;7.14;2.34;9;3;8
15918;1;10;NA;10;10;10
15945;1;5;NA;5;5;5
15957;8;7.75;1.98;9;3;8
16009;9;7.22;1.72;9;5;8
16010;4;7.5;1.91;9;5;8
16034;3;6;1;7;5;6
16036;1;10;NA;10;10;10
16046;2;9;1.41;10;8;9
16106;13;8.92;1.12;10;7;9
16110;2;7;2.83;9;5;7
16121;5;4.8;0.45;5;4;5
16155;5;7.8;0.84;9;7;8
16161;2;9;0;9;9;9
16231;2;7.5;0.71;8;7;7.5
16237;1;9;NA;9;9;9
16246;8;7.38;2.97;10;3;9
16263;2;6.5;2.12;8;5;6.5
16383;3;10;0;10;10;10
16417;2;8.5;0.71;9;8;8.5
16488;7;8.14;1.77;10;5;8
16492;1;8;NA;8;8;8
16504;6;7.83;2.04;10;5;8
16545;4;8;1.41;9;6;8.5
16551;4;7.25;0.96;8;6;7.5
16585;1;7;NA;7;7;7
16599;2;6;1.41;7;5;6
16601;3;7.33;2.08;9;5;8
16634;36;7.86;1.33;10;3;8
16666;4;7;2.45;10;5;6.5
16708;1;8;NA;8;8;8
16717;3;9.33;0.58;10;9;9
16718;14;9.14;0.86;10;8;9
16721;3;7;2;9;5;7
16730;1;6;NA;6;6;6
16749;1;8;NA;8;8;8
16755;2;5;1.41;6;4;5
16777;2;8;2.83;10;6;8
16781;4;7.5;1.29;9;6;7.5
16795;171;7.85;1.47;10;4;8
16798;1;10;NA;10;10;10
16803;1;9;NA;9;9;9
16805;2;9;1.41;10;8;9
16818;4;7;1.41;8;5;7.5
16835;1;8;NA;8;8;8
16867;1;8;NA;8;8;8
16871;2;8.5;0.71;9;8;8.5
16877;2;6;4.24;9;3;6
16908;5;6.4;1.95;9;5;5
16916;13;9.92;0.28;10;9;10
16919;2;7.5;2.12;9;6;7.5
16935;1;9;NA;9;9;9
16943;2;7;1.41;8;6;7
16949;3;8.67;0.58;9;8;9
16966;6;8.17;1.47;10;6;8.5
16996;8;7.25;0.71;8;6;7
16999;4;7.5;0.58;8;7;7.5
17003;18;8.5;1.65;10;5;9
17046;4;9;0;9;9;9
17058;2;7.5;0.71;8;7;7.5
17065;1;7;NA;7;7;7
17073;1;8;NA;8;8;8
17159;4;7;2.71;9;3;8
17177;4;7;0.82;8;6;7
17183;7;5.86;0.69;7;5;6
17190;9;8.56;1.42;10;7;8
17233;4;8.5;0.58;9;8;8.5
17277;2;7.5;0.71;8;7;7.5
17282;4;7.5;1.29;9;6;7.5
17353;1;8;NA;8;8;8
17391;1;7;NA;7;7;7
17402;6;8.33;2.25;10;4;9
17453;1;8;NA;8;8;8
17507;1;6;NA;6;6;6
17667;7;7.57;1.4;9;5;8
17724;2;7;1.41;8;6;7
17761;9;7;2.65;9;3;9
17859;9;9.44;1.01;10;7;10
17894;4;8.5;0.58;9;8;8.5
17906;4;8;1.83;10;6;8
17950;34;6.85;2.35;10;2;7.5
17970;4;7.25;1.71;9;5;7.5
18002;1;9;NA;9;9;9
18012;1;8;NA;8;8;8
18016;1;8;NA;8;8;8
18038;1;7;NA;7;7;7
18067;6;5.33;1.97;8;2;5.5
18082;7;8.29;0.76;9;7;8
18095;1;8;NA;8;8;8
18096;3;9.33;0.58;10;9;9
18155;3;7.33;1.15;8;6;8
18167;3;8;0;8;8;8
18172;4;9;0;9;9;9
18176;3;7;2;9;5;7
18203;2;6.5;2.12;8;5;6.5
18250;4;5;2.94;8;1;5.5
18254;1;9;NA;9;9;9
18309;2;7.5;2.12;9;6;7.5
18311;5;6.6;1.52;8;5;7
18316;1;8;NA;8;8;8
18323;2;7.5;0.71;8;7;7.5
18333;2;7;0;7;7;7
18384;1;7;NA;7;7;7
18401;1;10;NA;10;10;10
18412;2;9;0;9;9;9
18429;1;9;NA;9;9;9
18439;5;8.2;1.1;10;7;8
18671;1;7;NA;7;7;7
18689;4;6.5;0.58;7;6;6.5
18714;1;9;NA;9;9;9
18722;1;7;NA;7;7;7
18850;2;7;1.41;8;6;7
18908;1;10;NA;10;10;10
18913;3;9;1;10;8;9
18945;1;8;NA;8;8;8
18963;3;7.33;0.58;8;7;7
18979;7;5.57;1.13;7;4;5
18995;1;6;NA;6;6;6
19011;3;7.67;2.31;9;5;9
19018;2;10;0;10;10;10
19019;1;9;NA;9;9;9
19085;16;8.25;0.86;10;7;8
19107;4;9;2;10;6;10
19145;3;7.67;2.52;10;5;8
19233;3;8;1;9;7;8
19303;1;7;NA;7;7;7
19336;8;6.75;2.82;10;1;7.5
19362;3;7;2.65;10;5;6
19429;5;6.2;2.95;9;3;8
19493;9;9.33;1;10;7;10
19503;5;8.4;0.89;10;8;8
19570;3;5.67;1.15;7;5;5
19571;3;7.33;1.15;8;6;8
19573;9;8;1.87;10;5;9
19605;3;8;1;9;7;8
19609;1;9;NA;9;9;9
19659;4;8.25;2.36;10;5;9
19664;13;7.92;1.44;10;4;8
19681;4;9.75;0.5;10;9;10
19711;9;7.44;1.13;9;5;8
19725;1;10;NA;10;10;10
19760;3;9.67;0.58;10;9;10
19842;9;7.56;1.67;10;5;8
19935;1;5;NA;5;5;5
19969;2;7.5;0.71;8;7;7.5
19970;1;9;NA;9;9;9
19972;1;8;NA;8;8;8
19974;4;7.5;1.29;9;6;7.5
20005;3;6.67;0.58;7;6;7
20022;1;8;NA;8;8;8
20032;3;7;4.36;10;2;9
20034;3;7.33;1.15;8;6;8
20060;26;8.27;1.66;10;2;9
20106;4;7.25;1.71;9;5;7.5
20115;4;10;0;10;10;10
20119;2;9;1.41;10;8;9
20126;3;8.33;0.58;9;8;8
20147;4;8.25;2.87;10;4;9.5
20149;3;8;1.73;10;7;7
20150;2;9.5;0.71;10;9;9.5
20172;10;9;1.56;10;5;9.5
20180;20;8.5;0.89;10;8;8
20201;7;8.86;1.07;10;8;8
20245;1;6;NA;6;6;6
20250;3;8.33;1.53;10;7;8
20254;1;8;NA;8;8;8
20265;6;8.67;0.82;10;8;8.5
20294;1;9;NA;9;9;9
20332;2;9.5;0.71;10;9;9.5
20336;4;8.25;0.96;9;7;8.5
20345;1;8;NA;8;8;8
20347;3;8;1.73;9;6;9
20350;3;8.33;0.58;9;8;8
20388;1;9;NA;9;9;9
20401;2;6;0;6;6;6
20409;2;9.5;0.71;10;9;9.5
20418;1;7;NA;7;7;7
20448;2;8;0;8;8;8
20462;7;7.57;1.62;10;6;8
20484;5;7;0.71;8;6;7
20501;4;7;0;7;7;7
20561;4;9.5;1;10;8;10
20622;3;7.67;1.53;9;6;8
20627;5;9.2;0.45;10;9;9
20629;1;5;NA;5;5;5
20664;1;9;NA;9;9;9
20680;7;7;0.58;8;6;7
20703;4;7.25;0.96;8;6;7.5
20751;2;6.5;2.12;8;5;6.5
20755;1;8;NA;8;8;8
20794;2;6.5;0.71;7;6;6.5
20804;3;8.67;0.58;9;8;9
20806;3;7.33;1.15;8;6;8
20916;1;7;NA;7;7;7
20961;1;8;NA;8;8;8
20971;5;6;1.58;8;4;6
20995;1;10;NA;10;10;10
21011;15;7.93;1.58;10;5;8
21014;68;7.5;1.58;10;2;8
21031;11;7.91;1.92;10;5;8
21049;3;7.33;2.31;10;6;6
21202;3;7.33;2.08;9;5;8
21207;5;8.8;0.84;10;8;9
21229;3;7.67;1.15;9;7;7
21252;6;8.17;1.47;10;6;8.5
21257;2;8;0;8;8;8
21261;3;7.67;0.58;8;7;8
21264;4;6.25;0.96;7;5;6.5
21356;12;6.17;0.83;7;5;6
21364;4;6;2.83;8;2;7
21370;3;9.33;0.58;10;9;9
21404;14;7.5;1.02;9;5;8
21406;2;4.5;2.12;6;3;4.5
21462;2;6;2.83;8;4;6
21484;10;7.7;1.25;10;6;8
21540;5;6.2;3.49;10;2;8
21576;18;7.89;1.18;10;6;8
21593;1;8;NA;8;8;8
21618;10;8.2;1.23;10;6;8
21659;14;9;1.24;10;7;10
21660;3;8.33;1.15;9;7;9
21708;2;7;4.24;10;4;7
21860;2;7;0;7;7;7
21870;2;8;1.41;9;7;8
21875;4;8.5;1.29;10;7;8.5
21895;1;8;NA;8;8;8
21903;1;7;NA;7;7;7
21912;1;8;NA;8;8;8
21930;3;4.67;3.21;7;1;6
21937;2;9;0;9;9;9
21948;4;7;0.82;8;6;7
22012;1;3;NA;3;3;3
22045;8;9.12;1.25;10;7;10
22062;2;9;1.41;10;8;9
22074;17;8.12;1.27;10;5;9
22089;2;5;0;5;5;5
22107;4;9.75;0.5;10;9;10
22121;3;7.33;0.58;8;7;7
22126;1;9;NA;9;9;9
22154;2;8;2.83;10;6;8
22167;3;7.33;0.58;8;7;7
22252;7;7;3.16;10;1;7
22338;5;7.8;0.84;9;7;8
22362;1;9;NA;9;9;9
22365;5;9.2;0.84;10;8;9
22409;1;10;NA;10;10;10
22464;2;7.5;0.71;8;7;7.5
22495;2;8;2.83;10;6;8
22503;1;7;NA;7;7;7
22521;9;8;2.45;10;2;9
22605;1;7;NA;7;7;7
22617;1;8;NA;8;8;8
22624;2;7.5;0.71;8;7;7.5
22625;32;9.47;0.62;10;8;10
22637;1;8;NA;8;8;8
22695;4;8.5;1.29;10;7;8.5
22773;6;8.67;1.21;10;7;8.5
22809;1;10;NA;10;10;10
22813;5;8.6;0.55;9;8;9
22818;6;8.17;1.72;10;6;8
22830;1;7;NA;7;7;7
22888;1;10;NA;10;10;10
22912;5;8.4;1.52;10;6;9
22936;5;9.8;0.45;10;9;10
22975;1;10;NA;10;10;10
23020;5;10;0;10;10;10
23065;1;8;NA;8;8;8
23128;2;7;0;7;7;7
23231;1;5;NA;5;5;5
23280;1;10;NA;10;10;10
23288;5;7.4;1.82;10;5;7
23408;1;5;NA;5;5;5
23459;3;7.33;2.08;9;5;8
23511;12;9.17;1.75;10;4;10
23547;11;8.55;1.29;10;6;8
23571;14;9.21;1.53;10;5;10
23582;4;8;0.82;9;7;8
23619;2;6.5;2.12;8;5;6.5
23624;4;5.75;1.5;8;5;5
23652;8;6.62;1.3;8;5;6.5
23659;1;5;NA;5;5;5
23664;3;7.67;2.08;10;6;7
23680;7;8.14;2.27;10;5;9
23699;9;9;1.12;10;7;9
23714;1;10;NA;10;10;10
23768;23;7.04;1.46;9;4;8
23771;2;6.5;0.71;7;6;6.5
23835;1;8;NA;8;8;8
23847;3;6.33;2.31;9;5;5
23871;2;10;0;10;10;10
23872;36;8.08;1.89;10;3;8.5
23881;3;6;1;7;5;6
23902;51;8.24;1.42;10;5;8
23933;7;7;1;8;5;7
24052;3;6;2.65;9;4;5
24082;1;9;NA;9;9;9
24090;2;7.5;0.71;8;7;7.5
24105;1;10;NA;10;10;10
24145;1;8;NA;8;8;8
24186;7;8.43;1.51;9;5;9
24188;1;1;NA;1;1;1
24191;1;7;NA;7;7;7
24193;1;5;NA;5;5;5
24194;5;8.2;0.45;9;8;8
24217;1;8;NA;8;8;8
