"User.ID";"nb.Ratings";"mean";"sd";"max";"min";"med"
7125;20;7.75;1.94;10;3;8
7134;2;8;1.41;9;7;8
7158;17;7.71;2.31;10;1;8
7210;8;7.25;2.71;10;3;8
7283;13;8.77;1.17;10;7;9
7286;5;8.8;1.3;10;7;9
7312;2;9;1.41;10;8;9
7346;61;8.05;0.94;10;6;8
7352;2;7;1.41;8;6;7
7371;3;8;1;9;7;8
7384;1;8;NA;8;8;8
7528;2;6.5;2.12;8;5;6.5
7565;1;5;NA;5;5;5
7569;2;6;1.41;7;5;6
7620;7;7.57;1.51;10;6;7
7630;1;8;NA;8;8;8
7651;2;5.5;3.54;8;3;5.5
7809;1;8;NA;8;8;8
7841;11;8.73;1.42;10;5;9
7860;5;8;0.71;9;7;8
7864;3;5.67;1.15;7;5;5
7887;6;9.67;0.82;10;8;10
7890;2;8.5;0.71;9;8;8.5
7913;2;6;0;6;6;6
7915;15;8.07;2.09;10;3;8
7930;1;8;NA;8;8;8
7958;5;8.8;0.84;10;8;9
7980;1;6;NA;6;6;6
8019;6;8.33;1.51;10;6;9
8040;2;8;0;8;8;8
8066;16;7.75;1.24;10;5;8
8067;22;9.45;1.1;10;7;10
8089;3;8.33;1.53;10;7;8
8095;3;7;1;8;6;7
8141;4;7.25;0.96;8;6;7.5
8187;7;7.71;0.76;8;6;8
8188;4;8.5;1.73;10;6;9
8201;1;5;NA;5;5;5
8234;9;8.33;2.06;10;5;9
8245;39;8;0.86;10;6;8
8250;2;8.5;0.71;9;8;8.5
8253;33;9.12;1.19;10;5;10
8255;3;8.67;1.15;10;8;8
8284;2;8.5;2.12;10;7;8.5
8290;2;10;0;10;10;10
8313;1;5;NA;5;5;5
8314;2;3.5;2.12;5;2;3.5
8323;2;6;1.41;7;5;6
8362;7;7.86;0.69;9;7;8
8454;33;8.24;1.25;10;6;8
8487;4;7.5;2.08;10;5;7.5
8529;3;8.33;2.08;10;6;9
8570;5;7.2;1.1;8;6;8
8660;1;2;NA;2;2;2
8680;5;7;1.41;8;5;8
8681;20;8.6;1.1;10;7;8
8687;1;8;NA;8;8;8
8734;7;7.57;0.53;8;7;8
8737;1;6;NA;6;6;6
8782;5;8.8;1.1;10;7;9
8801;8;8;1.85;10;5;8.5
8844;1;8;NA;8;8;8
8864;2;5.5;3.54;8;3;5.5
8870;5;5.8;1.1;7;5;5
8872;6;8.17;0.75;9;7;8
8930;5;8.2;0.45;9;8;8
8935;2;8.5;2.12;10;7;8.5
8936;10;8.5;1.08;10;7;9
8937;8;8.38;1.77;10;6;8.5
8955;1;9;NA;9;9;9
8971;4;9.5;0.58;10;9;9.5
9139;3;8.67;1.15;10;8;8
9177;3;7.67;0.58;8;7;8
9183;1;9;NA;9;9;9
9226;2;8.5;0.71;9;8;8.5
9227;3;8;1;9;7;8
9343;5;6.4;0.89;8;6;6
9354;5;9.2;1.3;10;7;10
9357;3;8.33;2.89;10;5;10
9381;2;7.5;2.12;9;6;7.5
9408;1;8;NA;8;8;8
9414;2;8;1.41;9;7;8
9417;9;6.44;1.67;10;5;7
9454;5;7.4;1.52;9;6;7
9504;2;9.5;0.71;10;9;9.5
9568;3;7.33;0.58;8;7;7
9571;1;10;NA;10;10;10
9574;3;7.33;0.58;8;7;7
9613;10;7.3;1.64;10;5;7
9660;1;10;NA;10;10;10
9717;3;7.67;1.53;9;6;8
9747;6;9.33;1.03;10;8;10
9806;2;8.5;0.71;9;8;8.5
9856;7;7.29;2.14;10;4;8
9908;4;8.25;2.06;10;6;8.5
9974;1;9;NA;9;9;9
10030;5;9.2;1.3;10;7;10
10118;6;10;0;10;10;10
10199;5;8.8;1.3;10;7;9
10241;1;5;NA;5;5;5
10314;23;7.17;1.4;9;5;7
10315;1;7;NA;7;7;7
10354;6;8.33;1.03;10;7;8
10447;24;7.21;1.72;10;3;7
10560;14;8.79;0.89;10;8;8.5
10570;1;3;NA;3;3;3
10590;1;10;NA;10;10;10
10607;2;10;0;10;10;10
10660;1;9;NA;9;9;9
10668;3;7;2;9;5;7
10681;1;6;NA;6;6;6
10699;3;6;2.65;9;4;5
10819;5;8.4;1.34;10;7;9
10836;1;9;NA;9;9;9
10946;1;5;NA;5;5;5
10949;8;7.12;1.46;9;5;7.5
10965;1;9;NA;9;9;9
10985;1;9;NA;9;9;9
11070;3;6.33;1.53;8;5;6
11120;3;7.67;0.58;8;7;8
11179;2;7;1.41;8;6;7
11201;1;7;NA;7;7;7
11206;1;8;NA;8;8;8
11224;19;6.42;1.89;9;1;7
11231;1;8;NA;8;8;8
11245;13;8.08;1.04;10;6;8
11325;3;9.67;0.58;10;9;10
11362;4;8.5;1.29;10;7;8.5
11400;7;7.86;1.35;10;6;8
11435;1;10;NA;10;10;10
11451;3;8;0;8;8;8
11456;1;5;NA;5;5;5
11517;2;9.5;0.71;10;9;9.5
11521;2;8;2.83;10;6;8
11529;4;7;1.41;9;6;6.5
11532;2;7.5;0.71;8;7;7.5
11601;9;8.67;1.94;10;5;10
11621;2;8.5;2.12;10;7;8.5
11629;4;6.25;3.3;10;3;6
11638;3;8;1.73;10;7;7
11657;6;4.83;1.47;7;3;4.5
11676;724;7.75;1.85;10;1;8
11687;2;7;4.24;10;4;7
11690;1;7;NA;7;7;7
11708;5;8;1.58;10;6;8
11709;1;10;NA;10;10;10
11718;7;8.29;0.95;10;7;8
11724;7;8.29;0.95;10;7;8
11788;3;8;1.73;9;6;9
11832;3;7.67;1.53;9;6;8
11916;3;6.67;2.08;9;5;6
11924;1;3;NA;3;3;3
11944;4;7.5;1.91;10;6;7
11993;7;7.43;1.62;10;6;7
12100;6;7.33;0.52;8;7;7
12112;2;7;0;7;7;7
12123;3;7;0;7;7;7
12137;1;8;NA;8;8;8
12154;8;6.75;0.71;8;6;7
12194;2;9;1.41;10;8;9
12202;2;7.5;0.71;8;7;7.5
12209;3;9.33;1.15;10;8;10
12272;7;10;0;10;10;10
12316;2;8;1.41;9;7;8
12331;2;8;2.83;10;6;8
12348;4;7;1.83;9;5;7
12362;2;4.5;3.54;7;2;4.5
12515;1;5;NA;5;5;5
12538;17;8.35;1.17;10;6;9
12569;5;8.4;1.82;10;6;9
12619;4;7.25;1.5;8;5;8
12641;3;7;0;7;7;7
12698;3;6.67;1.53;8;5;7
12702;2;10;0;10;10;10
12707;4;9.25;0.96;10;8;9.5
12734;1;8;NA;8;8;8
12784;7;7.71;1.8;10;5;7
12811;5;6.4;1.82;8;4;7
12824;11;7.09;1.64;9;4;8
12835;1;7;NA;7;7;7
12863;1;9;NA;9;9;9
12917;9;8.67;1.41;10;6;9
12945;2;7;0;7;7;7
12951;1;8;NA;8;8;8
12982;11;8;0.77;9;7;8
12990;4;5.25;2.06;8;3;5
13060;2;6;0;6;6;6
13080;1;9;NA;9;9;9
13082;6;8.17;2.4;10;4;9
13094;2;9;0;9;9;9
13126;2;6.5;0.71;7;6;6.5
13164;1;8;NA;8;8;8
13173;1;9;NA;9;9;9
13221;3;9;0;9;9;9
13223;1;8;NA;8;8;8
13273;29;7.79;1.24;9;5;8
13279;5;7.8;2.05;10;6;7
13280;2;8.5;0.71;9;8;8.5
13331;2;3.5;2.12;5;2;3.5
13347;1;8;NA;8;8;8
13380;1;10;NA;10;10;10
13518;6;6;1.1;7;4;6
13551;4;9.5;1;10;8;10
13552;49;7.71;1.54;10;2;8
13582;11;7.91;1.7;10;4;8
13600;3;7;1;8;6;7
13604;4;8.25;2.22;10;5;9
13664;6;6.67;2.8;10;2;7.5
13666;2;7.5;0.71;8;7;7.5
13682;1;9;NA;9;9;9
13709;3;9.33;1.15;10;8;10
13733;5;7.4;2.3;10;5;8
13850;13;8.69;1.8;10;5;9
13973;7;5.29;3.15;10;2;5
13995;6;7.67;1.51;9;5;8
14049;4;7.75;1.26;9;6;8
14079;1;8;NA;8;8;8
14087;1;8;NA;8;8;8
14116;1;8;NA;8;8;8
14173;1;5;NA;5;5;5
14180;2;8.5;0.71;9;8;8.5
14201;2;7.5;0.71;8;7;7.5
14232;1;9;NA;9;9;9
14281;2;6;5.66;10;2;6
14374;6;6.83;2.64;10;3;7
14387;7;7.86;1.57;10;5;8
14392;2;9;0;9;9;9
14393;2;8;0;8;8;8
14422;23;8.13;1.25;10;5;8
14423;1;6;NA;6;6;6
14449;2;6.5;2.12;8;5;6.5
14451;1;5;NA;5;5;5
14456;17;9.35;1;10;7;10
14461;2;8.5;0.71;9;8;8.5
14517;1;10;NA;10;10;10
14521;15;7.53;2.97;10;1;10
14638;3;6;2;8;4;6
14667;6;8.33;2.73;10;3;9.5
14698;4;7.25;0.96;8;6;7.5
14744;2;8.5;0.71;9;8;8.5
14768;5;7.4;1.14;9;6;7
15021;4;4.75;2.63;7;1;5.5
15046;4;7.75;3.3;10;3;9
15049;17;8;0.79;10;6;8
15081;1;7;NA;7;7;7
15093;1;7;NA;7;7;7
15135;2;6;1.41;7;5;6
15144;4;5.25;2.06;8;3;5
15185;2;6;1.41;7;5;6
15213;3;7.33;0.58;8;7;7
15230;2;8.5;0.71;9;8;8.5
15408;13;8;0.91;9;7;8
15418;8;7.25;1.28;9;5;7.5
15497;2;7.5;2.12;9;6;7.5
15500;3;6.33;0.58;7;6;6
15589;1;7;NA;7;7;7
15602;21;8.43;1.25;10;6;9
15651;3;10;0;10;10;10
15654;1;7;NA;7;7;7
15670;3;7.67;1.15;9;7;7
15686;4;4.25;2.06;6;2;4.5
15819;5;7.6;2.51;10;5;8
15822;1;2;NA;2;2;2
15834;2;8;0;8;8;8
15845;2;6.5;2.12;8;5;6.5
15918;1;10;NA;10;10;10
15945;2;6.5;2.12;8;5;6.5
15957;7;7.71;2.14;9;3;8
16009;11;7.36;1.43;9;5;8
16010;5;7.2;1.79;9;5;7
16034;2;5.5;0.71;6;5;5.5
16036;2;6.5;2.12;8;5;6.5
16046;3;7.67;2.52;10;5;8
16106;17;8.94;1.14;10;7;9
16110;2;7;2.83;9;5;7
16121;4;4.75;0.5;5;4;5
16155;4;7.75;0.96;9;7;7.5
16161;2;9;0;9;9;9
16231;2;7.5;0.71;8;7;7.5
16237;1;9;NA;9;9;9
16246;6;7.33;3.39;10;3;9
16263;2;6.5;2.12;8;5;6.5
16319;1;9;NA;9;9;9
16383;2;10;0;10;10;10
16417;3;8;1;9;7;8
16488;5;7.8;0.45;8;7;8
16492;1;8;NA;8;8;8
16504;6;7.17;1.72;10;5;7
16510;1;9;NA;9;9;9
16545;5;7.6;1.52;9;6;8
16551;5;7.6;1.52;10;6;7
16585;1;7;NA;7;7;7
16599;4;7.25;0.96;8;6;7.5
16601;3;7.67;2.31;9;5;9
16634;38;8.05;1.25;10;3;8
16666;3;7.67;2.52;10;5;8
16708;1;8;NA;8;8;8
16713;1;8;NA;8;8;8
16717;3;9.33;0.58;10;9;9
16718;11;9.36;0.81;10;8;10
16721;2;7;2.83;9;5;7
16730;2;6.5;2.12;8;5;6.5
16749;2;7.5;0.71;8;7;7.5
16755;2;5;1.41;6;4;5
16777;3;8.67;2.31;10;6;10
16781;4;7.5;1.29;9;6;7.5
16795;168;7.88;1.57;10;2;8
16798;3;8.33;1.53;10;7;8
16803;2;6.5;3.54;9;4;6.5
16805;2;9;1.41;10;8;9
16818;3;6.67;1.53;8;5;7
16867;1;8;NA;8;8;8
16871;2;8.5;0.71;9;8;8.5
16877;2;6;4.24;9;3;6
16908;5;5.8;1.79;9;5;5
16916;13;9.69;0.85;10;7;10
16919;2;7.5;2.12;9;6;7.5
16935;1;5;NA;5;5;5
16943;2;7;1.41;8;6;7
16949;3;9;0;9;9;9
16966;9;7.44;2.19;10;3;8
16996;10;7.3;1.25;9;5;7
16999;5;7.2;0.84;8;6;7
17003;19;8.47;1.68;10;5;9
17046;4;9;0;9;9;9
17058;2;8;1.41;9;7;8
17065;1;7;NA;7;7;7
17159;4;8.5;0.58;9;8;8.5
17177;4;6.75;0.5;7;6;7
17183;6;6;0.63;7;5;6
17190;7;8.57;1.4;10;7;8
17233;4;7.75;2.63;10;4;8.5
17277;1;7;NA;7;7;7
17282;4;6.25;2.5;9;3;6.5
17402;5;8.2;2.49;10;4;9
17667;13;7.92;1.26;9;5;8
17724;2;7;1.41;8;6;7
17761;9;7.22;2.33;9;3;9
17763;1;8;NA;8;8;8
17859;10;9.1;1.6;10;5;10
17894;6;8.5;0.55;9;8;8.5
17906;6;7.67;1.21;9;6;7.5
17950;29;7.38;2.04;10;4;8
17970;4;7.75;0.96;9;7;7.5
18012;2;8.5;0.71;9;8;8.5
18016;1;8;NA;8;8;8
18038;1;7;NA;7;7;7
18067;10;6;2.31;9;2;6
18082;10;8.1;0.74;9;7;8
18095;2;8;0;8;8;8
18096;2;9.5;0.71;10;9;9.5
18155;3;8;0;8;8;8
18167;2;8;0;8;8;8
18172;4;9.25;0.5;10;9;9
18176;3;8;1;9;7;8
18203;4;7.75;2.06;10;5;8
18250;3;4.67;3.51;8;1;5
18254;1;9;NA;9;9;9
18309;2;7.5;2.12;9;6;7.5
18311;4;6.25;1.5;8;5;6
18316;1;5;NA;5;5;5
18323;2;7.5;0.71;8;7;7.5
18333;1;7;NA;7;7;7
18366;1;9;NA;9;9;9
18384;1;7;NA;7;7;7
18385;1;9;NA;9;9;9
18412;1;9;NA;9;9;9
18439;5;8.2;1.1;10;7;8
18689;3;6.33;0.58;7;6;6
18710;1;8;NA;8;8;8
18714;1;9;NA;9;9;9
18850;1;8;NA;8;8;8
18908;1;10;NA;10;10;10
18913;1;10;NA;10;10;10
18945;1;7;NA;7;7;7
18963;2;7.5;0.71;8;7;7.5
18979;7;6;1.41;8;4;6
19011;3;7.33;2.08;9;5;8
19018;3;7.67;4.04;10;3;10
19019;1;9;NA;9;9;9
19085;15;8.6;0.63;10;8;9
19107;4;10;0;10;10;10
19145;2;8;0;8;8;8
19220;1;4;NA;4;4;4
19233;2;6.5;3.54;9;4;6.5
19303;2;6;1.41;7;5;6
19336;5;7;2.35;10;5;6
19362;5;7;2.35;10;5;6
19422;2;7.5;0.71;8;7;7.5
19429;6;6.67;2.88;9;3;8
19493;10;9.4;0.97;10;7;10
19503;4;8.25;1.26;10;7;8
19570;2;5.5;3.54;8;3;5.5
19571;4;6.75;1.5;8;5;7
19573;7;8.29;1.98;10;5;9
19605;3;8;1;9;7;8
19659;5;8.2;2.05;10;5;8
19664;14;7.93;1.38;10;4;8
19681;5;9.8;0.45;10;9;10
19711;10;7.8;1.32;10;5;8
19725;2;9;1.41;10;8;9
19760;2;10;0;10;10;10
19842;10;7.7;1.57;9;5;8.5
19935;3;6;1;7;5;6
19969;3;6;2.65;8;3;7
19970;1;9;NA;9;9;9
19974;4;7.5;1.29;9;6;7.5
20005;2;6.5;0.71;7;6;6.5
20022;1;4;NA;4;4;4
20032;3;7;4.36;10;2;9
20034;4;7.5;1.29;9;6;7.5
20060;22;8.5;1.5;10;3;9
20106;5;6.8;2.28;9;3;7
20115;2;10;0;10;10;10
20119;7;8.14;2.12;10;4;9
20126;2;8;0;8;8;8
20147;5;7;3.74;10;2;9
20149;3;8;1.73;10;7;7
20150;2;9;1.41;10;8;9
20172;12;9.08;1.44;10;5;9.5
20180;19;8.53;1.26;10;5;8
20201;8;8.88;1.25;10;7;9
20245;2;6.5;0.71;7;6;6.5
20250;6;8.83;1.33;10;7;9
20254;1;10;NA;10;10;10
20265;4;8.25;0.5;9;8;8
20294;1;9;NA;9;9;9
20332;2;9.5;0.71;10;9;9.5
20336;3;8.33;1.15;9;7;9
20345;1;8;NA;8;8;8
20347;3;8;1.73;9;6;9
20350;3;8.33;0.58;9;8;8
20388;3;9;1;10;8;9
20401;1;6;NA;6;6;6
20409;2;9.5;0.71;10;9;9.5
20418;1;7;NA;7;7;7
20448;1;8;NA;8;8;8
20462;10;7.4;1.35;10;6;7
20484;4;7.25;0.5;8;7;7
20501;4;7;0;7;7;7
20561;6;9.5;0.84;10;8;10
20622;2;8.5;0.71;9;8;8.5
20627;3;9.33;0.58;10;9;9
20629;2;8;1.41;9;7;8
20668;1;10;NA;10;10;10
20680;10;7.1;0.57;8;6;7
20703;3;7;1;8;6;7
20751;2;6.5;2.12;8;5;6.5
20755;1;8;NA;8;8;8
20794;1;7;NA;7;7;7
20804;3;8.67;0.58;9;8;9
20806;2;7;1.41;8;6;7
20916;3;9;1.73;10;7;10
20961;1;8;NA;8;8;8
20971;6;6.33;2.73;10;2;6.5
20995;1;10;NA;10;10;10
21011;13;7.85;1.34;10;5;8
21014;72;7.65;1.58;10;2;8
21031;8;8.5;1.51;10;6;8.5
21049;3;6.67;1.15;8;6;6
21202;2;7;2.83;9;5;7
21207;4;8.75;0.96;10;8;8.5
21229;4;7.5;1;9;7;7
21252;8;7.62;1.51;10;6;7
21257;2;8;0;8;8;8
21261;2;7.5;0.71;8;7;7.5
21264;3;6.33;1.15;7;5;7
21356;9;6.44;0.73;7;5;7
21364;5;7;2.92;9;2;8
21370;2;9;0;9;9;9
21404;14;7.64;0.84;9;6;8
21406;2;4.5;2.12;6;3;4.5
21462;3;6.33;2.08;8;4;7
21484;10;7.9;1.37;10;6;8
21540;5;6.2;3.49;10;2;8
21575;1;4;NA;4;4;4
21576;20;7.95;1.23;10;6;8
21593;1;8;NA;8;8;8
21618;9;8.33;1.22;10;6;8
21659;13;8.62;1.85;10;4;10
21660;4;8.25;0.96;9;7;8.5
21708;2;7;4.24;10;4;7
21750;1;8;NA;8;8;8
21870;3;8.33;1.15;9;7;9
21875;3;8;1;9;7;8
21895;3;8;2;10;6;8
21903;5;6.4;2.19;10;5;5
21912;1;7;NA;7;7;7
21930;4;4.75;2.63;7;1;5.5
21937;2;9;0;9;9;9
21948;2;6.5;0.71;7;6;6.5
22012;2;5;2.83;7;3;5
22045;10;9.5;1.08;10;7;10
22062;3;8.67;1.15;10;8;8
22074;18;8;1.33;10;5;8.5
22089;1;5;NA;5;5;5
22107;5;9.8;0.45;10;9;10
22121;1;8;NA;8;8;8
22126;1;9;NA;9;9;9
22154;1;6;NA;6;6;6
22167;2;7.5;0.71;8;7;7.5
22200;1;10;NA;10;10;10
22252;7;8.29;1.98;10;5;9
22338;5;7.6;0.55;8;7;8
22362;2;9;0;9;9;9
22365;6;9.33;0.52;10;9;9
22409;1;10;NA;10;10;10
22464;3;7.67;0.58;8;7;8
22495;2;8;2.83;10;6;8
22503;1;7;NA;7;7;7
22521;7;7.71;2.69;10;2;9
22605;1;7;NA;7;7;7
22617;1;8;NA;8;8;8
22624;2;7.5;0.71;8;7;7.5
22625;41;9.44;0.87;10;6;10
22637;1;8;NA;8;8;8
22657;1;7;NA;7;7;7
22695;3;8.33;1.53;10;7;8
22773;6;8.67;1.21;10;7;8.5
22780;1;9;NA;9;9;9
22809;1;10;NA;10;10;10
22813;4;8.75;0.96;10;8;8.5
22818;8;8.5;1.6;10;6;9
22830;1;7;NA;7;7;7
22912;4;8.25;1.71;10;6;8.5
22936;4;9.75;0.5;10;9;10
22975;1;10;NA;10;10;10
23020;4;9.75;0.5;10;9;10
23065;1;8;NA;8;8;8
23128;3;7.33;0.58;8;7;7
23231;2;6;1.41;7;5;6
23280;1;10;NA;10;10;10
23288;4;7.5;2.08;10;5;7.5
23408;1;5;NA;5;5;5
23459;2;8.5;0.71;9;8;8.5
23511;13;9;1.78;10;4;10
23547;13;8.23;1.54;10;5;8
23571;8;9.38;1.77;10;5;10
23582;3;8;1;9;7;8
23619;4;7;2.16;10;5;6.5
23624;3;6.67;2.89;10;5;5
23631;1;8;NA;8;8;8
23642;1;6;NA;6;6;6
23652;7;6.71;1.38;8;5;7
23659;3;7;1.73;8;5;8
23664;4;8.25;2.06;10;6;8.5
23680;6;7.83;2.32;10;5;8.5
23699;7;8.86;1.21;10;7;9
23714;1;10;NA;10;10;10
23768;24;7.21;1.41;9;4;8
23771;3;6;1;7;5;6
23835;1;8;NA;8;8;8
23847;2;7;2.83;9;5;7
23871;3;9.67;0.58;10;9;10
23872;41;8.49;1.75;10;3;9
23881;1;6;NA;6;6;6
23902;47;8.17;1.49;10;5;8
23933;9;6.78;1.09;8;5;7
24052;3;5.67;2.08;8;4;5
24090;4;6.75;2.63;9;3;7.5
24105;1;7;NA;7;7;7
24145;1;8;NA;8;8;8
24186;5;9;0;9;9;9
